book_id,search_key,book_title,book_subtitle,book_authors,book_description,industryIdentifiers,text_readingModes,image_readingModes,pageCount,categories,language,imageLinks,ratingsCount,averageRating,country,saleability,isEbook,amount_listPrice,currencyCode_listPrice,amount_retailPrice,currencyCode_retailPrice,buyLink,year,publisher
hwfhDwAAQBAJ,python,Real-World Python,A Hacker's Guide to Solving Problems with Code,Lee Vaughan,"A project-based approach to learning Python programming for beginners. Intriguing projects teach you how to tackle challenging problems with code. You've mastered the basics. Now you're ready to explore some of Python's more powerful tools. Real-World Python will show you how. Through a series of hands-on projects, you'll investigate and solve real-world problems using sophisticated computer vision, machine learning, data analysis, and language processing tools. You'll be introduced to important modules like OpenCV, NumPy, Pandas, NLTK, Bokeh, Beautiful Soup, Requests, HoloViews, Tkinter, turtle, matplotlib, and more. You'll create complete, working programs and think through intriguing projects that show you how to: Save shipwrecked sailors with an algorithm designed to prove the existence of God Detect asteroids and comets moving against a starfield Program a sentry gun to shoot your enemies and spare your friends Select landing sites for a Mars probe using real NASA maps Send unbreakable messages based on a book code Survive a zombie outbreak using data science Discover exoplanets and alien megastructures orbiting distant stars Test the hypothesis that we're all living in a computer simulation And more! If you're tired of learning the bare essentials of Python Programming with isolated snippets of code, you'll relish the relevant and geeky fun of Real-World Python!","ISBN_13:9781718500631, ISBN_10:1718500637",True,False,361,Computers,en,http://books.google.com/books/content?id=hwfhDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0,0,IN,FOR_SALE,True,1971.78,INR,1971.78,INR,https://play.google.com/store/books/details?id=hwfhDwAAQBAJ&rdid=book-hwfhDwAAQBAJ&rdot=1&source=gbs_api,2020,No Starch Press
OeNIEAAAQBAJ,python,Python for Developers,,Raj Mohit,"Master python programming language in easy steps Key Featuresa- Start from basics of Python Control statement, loop structure, break, continue, and pass statement a- Detailed description of Python data types: string, tuple, list, and dictionary with the help of examplea- Organizing code using function, modules, and packagesa- Saving text and complex data in text, pickle, and JSON filesa- Learn the use of time and time zonesa- Parallel execution with the help of threading, multiprocessing, and subprocessinga- Helpful modules for industryDescriptionIt is said that learning Python is easy, but if a learner did not get the right path, then things can get complicated. This book is designed in such a way that you start from basics, followed by advance levels and then move on to some industry-related modules. The initial chapters are written in a simple manner; some chapters are of advance level. Start from the data structure of Python, such as string, list, tuple, and dictionary. The function and module chapter will let you know how to organize a large code. The built-in functions and modules like collections will give you greater flexibility to write efficient codes. The ""e;time""e; chapter is very important when we deal with time-related things. The mid-chapter contains the advance chapters such as regular expressions, interaction with OS, and multithreading. These chapters are helpful when we want to search the pattern, run the OS commands, and execute the program in parallel. The last chapters are specially designed from an industry point of view. In order to ensure a high quality of code, we use config-parser to avoid hard-coding and logger to log the events. In the multiprocessing and subprocess chapter, you will learn creation, execution, and communication between the processes. What will you learnPython for developers is created by taking beginner and intermediate programmers. The book starts from scratch and takes you to the advanced level. After learning advance levels, you will learn parallel programming using multithreading, multiprocessing, and sub-processing. The book will provide information on modules which will be helpful form industry perspective. The book also contains the question for the preparation of the interview. You will also learn the difference between Python 2.7 and Python 3.7. Some of the chapters include an advance part, which will give an in-depth knowledge of the chapters. Who this book is forThis book is for whoever wants to learn Python and aspires to become a developer or work on projects. Beginners can read this book easily; however, a little knowledge about the programming concepts would be helpful. Basic knowledge of computers would suffice.Table of Contents1. Introduction to Python2. Python Operators3. Control statements and loop4. Strings5. List and tuple6. Dictionary and sets7. Functions8. Modules9. Exception handling10. File handling11. Collection12. Random modules and built-in function13. Time14. Regular expression15. Operating system interfaces16. Class17. Threads18. Queue19. Multiprocessing and Subprocess20. Useful ModulesAbout the Author Mohit is a Python programmer with a keen interest in the field of information security. He has completed his Bachelor's degree (B.tech)in Computer Science from Kurukshetra University, Kurukshetra, and a Master's in Engineering (2012) in Computer Science from Thapar University, Patiala. He is a CEH, ECSA from EC-Council USA. He has worked in IBM, Teramatrix (Startup), and Sapient. He has been pursuing a Ph.D. degree in Blockchain from Thapar Institute of Engineering & Technology under Dr. Maninder Singh for two years. Mohit has published several articles in national and international magazines.","ISBN_13:9788194401889, ISBN_10:8194401887",True,True,475,Computers,en,http://books.google.com/books/content?id=OeNIEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0,0,IN,FOR_SALE,True,987.06,INR,493.53,INR,https://play.google.com/store/books/details?id=OeNIEAAAQBAJ&rdid=book-OeNIEAAAQBAJ&rdot=1&source=gbs_api,2019,BPB Publications
spNqDwAAQBAJ,python,Learn to Program with Python 3,A Step-by-Step Guide to Programming,Irv Kalb,"Move from zero knowledge of programming to comfortably writing small to medium-sized programs in Python. Fully updated for Python 3, with code and examples throughout, the book explains Python coding with an accessible, step-by-step approach designed to bring you comfortably into the world of software development. Real–world analogies make the material understandable, with a wide variety of well-documented examples to illustrate each concept. Along the way, you’ll develop short programs through a series of coding challenges that reinforce the content of the chapters. Learn to Program with Python 3 guides you with material developed in the author's university computer science courses. The author's conversational style feels like you're working with a personal tutor. All material is thoughtfully laid out, each lesson building on previous ones. What You'll Learn Understand programming basics with Python, based on material developed in the author's college courses Learn core concepts: variables, functions, conditionals, loops, lists, strings, and more Explore example programs including simple games you can program and customize Build modules to reuse your own code Who This Book Is For This book assumes no prior programming experience, and would be appropriate as text for a high school or college introduction to computer science.","ISBN_13:9781484238790, ISBN_10:1484238796",True,True,361,Computers,en,http://books.google.com/books/content?id=spNqDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0,0,IN,NOT_FOR_SALE,False,0,,0,,,2018,Apress
KPfJzgEACAAJ,python,Introduction to Computer Science Using Python,A Computational Problem-solving Focus,Charles Dierbach,,"ISBN_10:8126556013, ISBN_13:9788126556014",False,False,580,,en,http://books.google.com/books/content?id=KPfJzgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,0,0,IN,NOT_FOR_SALE,False,0,,0,,,2015,
AU76DwAAQBAJ,python,Cracking Codes with Python,An Introduction to Building and Breaking Ciphers,Al Sweigart,"Learn how to program in Python while making and breaking ciphers—algorithms used to create and send secret messages! After a crash course in Python programming basics, you’ll learn to make, test, and hack programs that encrypt text with classical ciphers like the transposition cipher and Vigenère cipher. You’ll begin with simple programs for the reverse and Caesar ciphers and then work your way up to public key cryptography, the type of encryption used to secure today’s online transactions, including digital signatures, email, and Bitcoin. Each program includes the full code and a line-by-line explanation of how things work. By the end of the book, you’ll have learned how to code in Python and you’ll have the clever programs to prove it! You’ll also learn how to: - Combine loops, variables, and flow control statements into real working programs - Use dictionary files to instantly detect whether decrypted messages are valid English or gibberish - Create test programs to make sure that your code encrypts and decrypts correctly - Code (and hack!) a working example of the affine cipher, which uses modular arithmetic to encrypt a message - Break ciphers with techniques such as brute-force and frequency analysis There’s no better way to learn to code than to play with real programs. Cracking Codes with Python makes the learning fun!","ISBN_13:9781593278229, ISBN_10:1593278225",False,False,419,Computers,en,http://books.google.com/books/content?id=AU76DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0,0,IN,NOT_FOR_SALE,False,0,,0,,,2018,No Starch Press
IedDDwAAQBAJ,python,Python Natural Language Processing,,Jalaj Thanaki,"Leverage the power of machine learning and deep learning to extract information from text data About This Book Implement Machine Learning and Deep Learning techniques for efficient natural language processing Get started with NLTK and implement NLP in your applications with ease Understand and interpret human languages with the power of text analysis via Python Who This Book Is For This book is intended for Python developers who wish to start with natural language processing and want to make their applications smarter by implementing NLP in them. What You Will Learn Focus on Python programming paradigms, which are used to develop NLP applications Understand corpus analysis and different types of data attribute. Learn NLP using Python libraries such as NLTK, Polyglot, SpaCy, Standford CoreNLP and so on Learn about Features Extraction and Feature selection as part of Features Engineering. Explore the advantages of vectorization in Deep Learning. Get a better understanding of the architecture of a rule-based system. Optimize and fine-tune Supervised and Unsupervised Machine Learning algorithms for NLP problems. Identify Deep Learning techniques for Natural Language Processing and Natural Language Generation problems. In Detail This book starts off by laying the foundation for Natural Language Processing and why Python is one of the best options to build an NLP-based expert system with advantages such as Community support, availability of frameworks and so on. Later it gives you a better understanding of available free forms of corpus and different types of dataset. After this, you will know how to choose a dataset for natural language processing applications and find the right NLP techniques to process sentences in datasets and understand their structure. You will also learn how to tokenize different parts of sentences and ways to analyze them. During the course of the book, you will explore the semantic as well as syntactic analysis of text. You will understand how to solve various ambiguities in processing human language and will come across various scenarios while performing text analysis. You will learn the very basics of getting the environment ready for natural language processing, move on to the initial setup, and then quickly understand sentences and language parts. You will learn the power of Machine Learning and Deep Learning to extract information from text data. By the end of the book, you will have a clear understanding of natural language processing and will have worked on multiple examples that implement NLP in the real world. Style and approach This book teaches the readers various aspects of natural language Processing using NLTK. It takes the reader from the basic to advance level in a smooth way.","ISBN_13:9781787285521, ISBN_10:1787285529",True,True,476,Computers,en,http://books.google.com/books/content?id=IedDDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1,5,IN,FOR_SALE,True,3866.85,INR,3866.85,INR,https://play.google.com/store/books/details?id=IedDDwAAQBAJ&rdid=book-IedDDwAAQBAJ&rdot=1&source=gbs_api,2017,Packt Publishing Ltd
dNnPEAAAQBAJ,python,Data Structures & Algorithms in Python,,"Robert Lafore, Alan Broder, John Canning","LEARN HOW TO USE DATA STRUCTURES IN WRITING HIGH PERFORMANCE PYTHON PROGRAMS AND ALGORITHMS This practical introduction to data structures and algorithms can help every programmer who wants to write more efficient software. Building on Robert Lafore's legendary Java-based guide, this book helps you understand exactly how data structures and algorithms operate. You'll learn how to efficiently apply them with the enormously popular Python language and scale your code to handle today's big data challenges. Throughout, the authors focus on real-world examples, communicate key ideas with intuitive, interactive visualizations, and limit complexity and math to what you need to improve performance. Step-by-step, they introduce arrays, sorting, stacks, queues, linked lists, recursion, binary trees, 2-3-4 trees, hash tables, spatial data structures, graphs, and more. Their code examples and illustrations are so clear, you can understand them even if you're a near-beginner, or your experience is with other procedural or object-oriented languages. Build core computer science skills that take you beyond merely “writing code” Learn how data structures make programs (and programmers) more efficient See how data organization and algorithms affect how much you can do with today's, and tomorrow's, computing resources Develop data structure implementation skills you can use in any language Choose the best data structure(s) and algorithms for each programming problem—and recognize which ones to avoid Data Structures & Algorithms in Python is packed with examples, review questions, individual and team exercises, thought experiments, and longer programming projects. It's ideal for both self-study and classroom settings, and either as a primary text or as a complement to a more formal presentation.","ISBN_13:9780134855899, ISBN_10:0134855892",True,True,1416,Computers,en,http://books.google.com/books/content?id=dNnPEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0,0,IN,FOR_SALE,True,4816.23,INR,4816.23,INR,https://play.google.com/store/books/details?id=dNnPEAAAQBAJ&rdid=book-dNnPEAAAQBAJ&rdot=1&source=gbs_api,2022,Addison-Wesley Professional
2XliiK7FKoEC,python,Violent Python,"A Cookbook for Hackers, Forensic Analysts, Penetration Testers and Security Engineers",TJ O'Connor,"Violent Python shows you how to move from a theoretical understanding of offensive computing concepts to a practical implementation. Instead of relying on another attacker's tools, this book will teach you to forge your own weapons using the Python programming language. This book demonstrates how to write Python scripts to automate large-scale network attacks, extract metadata, and investigate forensic artifacts. It also shows how to write code to intercept and analyze network traffic using Python, craft and spoof wireless frames to attack wireless and Bluetooth devices, and how to data-mine popular social media websites and evade modern anti-virus. - Demonstrates how to write Python scripts to automate large-scale network attacks, extract metadata, and investigate forensic artifacts - Write code to intercept and analyze network traffic using Python. Craft and spoof wireless frames to attack wireless and Bluetooth devices - Data-mine popular social media websites and evade modern anti-virus","ISBN_13:9781597499644, ISBN_10:1597499641",True,True,289,Computers,en,http://books.google.com/books/content?id=2XliiK7FKoEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1,3,IN,FOR_SALE,True,3591.92,INR,3591.92,INR,https://play.google.com/store/books/details?id=2XliiK7FKoEC&rdid=book-2XliiK7FKoEC&rdot=1&source=gbs_api,2012,Newnes
QW5zzwEACAAJ,python,The New And Improved Flask Mega-Tutorial,,Miguel Grinberg,"The Flask Mega-Tutorial is an overarching tutorial for Python beginner and intermediate developers that teaches web development with the Flask framework. The tutorial has been thoroughly revised and expanded in 2017, now containing 23 chapters. The concepts that are covered go well beyond Flask, including a wide range of topics Python web developers need to know when writing their own applications.",ISBN_13:9798811478408,False,False,0,,en,http://books.google.com/books/content?id=QW5zzwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,0,0,IN,NOT_FOR_SALE,False,0,,0,,,2018,Independently Published
ITUNAgAAQBAJ,python,Python Multimedia,,Ninad Sathaye,"A practical guide, this book provides step-by-step instructions for developing multimedia applications, showcasing real world examples throughout. This book is for Python developers who want to dip their toes into working with images, animations, audio and video processing using Python.","ISBN_13:9781849510172, ISBN_10:1849510172",True,True,441,Computers,en,http://books.google.com/books/content?id=ITUNAgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0,0,IN,FOR_SALE,True,2547.61,INR,2547.61,INR,https://play.google.com/store/books/details?id=ITUNAgAAQBAJ&rdid=book-ITUNAgAAQBAJ&rdot=1&source=gbs_api,2010,Packt Publishing Ltd
eulODwAAQBAJ,python,Python Interviews,Discussions with Python Experts,Michael Driscoll,"Mike Driscoll takes you on a journey talking to a hall-of-fame list of truly remarkable Python experts. You’ll be inspired every time by their passion for the Python language, as they share with you their experiences, contributions, and careers in Python. Key Features Hear from these key Python thinkers about the current status of Python, and where it's heading in the future Listen to their close thoughts on significant Python topics, such as Python's role in scientific computing, and machine learning Understand the direction of Python, and what needs to change for Python 4 Book Description Each of these twenty Python Interviews can inspire and refresh your relationship with Python and the people who make Python what it is today. Let these interviews spark your own creativity, and discover how you also have the ability to make your mark on a thriving tech community. This book invites you to immerse in the Python landscape, and let these remarkable programmers show you how you too can connect and share with Python programmers around the world. Learn from their opinions, enjoy their stories, and use their tech tips. • Brett Cannon - former director of the PSF, Python core developer, led the migration to Python 3. • Steve Holden - tireless Python promoter and former chairman and director of the PSF. • Carol Willing - former director of the PSF and Python core developer, Project Jupyter Steering Council member. • Nick Coghlan - founding member of the PSF's Packaging Working Group and Python core developer. • Jessica McKellar - former director of the PSF and Python activist. • Marc-André Lemburg - Python core developer and founding member of the PSF. • Glyph Lefkowitz - founder of Twisted and fellow of the PSF • Doug Hellmann - fellow of the PSF, creator of the Python Module of the Week blog, Python community member since 1998. • Massimo Di Pierro - fellow of the PSF, data scientist and the inventor of web2py. • Alex Martelli - fellow of the PSF and co-author of Python in a Nutshell. • Barry Warsaw - fellow of the PSF, Python core developer since 1995, and original member of PythonLabs. • Tarek Ziadé - founder of Afpy and author of Expert Python Programming. • Sebastian Raschka - data scientist and author of Python Machine Learning. • Wesley Chun - fellow of the PSF and author of the Core Python Programming books. • Steven Lott - Python blogger and author of Python for Secret Agents. • Oliver Schoenborn - author of Pypubsub and wxPython mailing list contributor. • Al Sweigart - bestselling author of Automate the Boring Stuff with Python and creator of the Python modules Pyperclip and PyAutoGUI. • Luciano Ramalho - fellow of the PSF and the author of Fluent Python. • Mike Bayer - fellow of the PSF, creator of open source libraries including SQLAlchemy. • Jake Vanderplas - data scientist and author of Python Data Science Handbook. What you will learn How successful programmers think The history of Python Insights into the minds of the Python core team Trends in Python programming Who this book is for Python programmers and students interested in the way that Python is used – past and present – with useful anecdotes. It will also be of interest to those looking to gain insights from top programmers.","ISBN_13:9781788391764, ISBN_10:1788391764",True,True,367,Computers,en,http://books.google.com/books/content?id=eulODwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0,0,IN,FOR_SALE,True,2636.11,INR,2636.11,INR,https://play.google.com/store/books/details?id=eulODwAAQBAJ&rdid=book-eulODwAAQBAJ&rdot=1&source=gbs_api,2018,Packt Publishing Ltd
tc6PDwAAQBAJ,python,Learning Python Networking,"A complete guide to build and deploy strong networking capabilities using Python 3.7 and Ansible , 2nd Edition","José Manuel Ortega, Dr. M. O. Faruque Sarker, Sam Washington","Achieve improved network programmability and automation by leveraging powerful network programming concepts, algorithms, and tools Key FeaturesDeal with remote network servers using SSH, FTP, SNMP and LDAP protocols.Design multi threaded and event-driven architectures for asynchronous servers programming.Leverage your Python programming skills to build powerful network applicationsBook Description Network programming has always been a demanding task. With full-featured and well-documented libraries all the way up the stack, Python makes network programming the enjoyable experience it should be. Starting with a walk through of today's major networking protocols, through this book, you'll learn how to employ Python for network programming, how to request and retrieve web resources, and how to extract data in major formats over the web. You will utilize Python for emailing using different protocols, and you'll interact with remote systems and IP and DNS networking. You will cover the connection of networking devices and configuration using Python 3.7, along with cloud-based network management tasks using Python. As the book progresses, socket programming will be covered, followed by how to design servers, and the pros and cons of multithreaded and event-driven architectures. You'll develop practical clientside applications, including web API clients, email clients, SSH, and FTP. These applications will also be implemented through existing web application frameworks. What you will learnExecute Python modules on networking toolsAutomate tasks regarding the analysis and extraction of information from a networkGet to grips with asynchronous programming modules available in PythonGet to grips with IP address manipulation modules using Python programmingUnderstand the main frameworks available in Python that are focused on web applicationManipulate IP addresses and perform CIDR calculationsWho this book is for If you're a Python developer or a system administrator with Python experience and you're looking to take your first steps in network programming, then this book is for you. If you're a network engineer or a network professional aiming to be more productive and efficient in networking programmability and automation then this book would serve as a useful resource. Basic knowledge of Python is assumed.","ISBN_13:9781789952445, ISBN_10:1789952441",True,True,479,Computers,en,http://books.google.com/books/content?id=tc6PDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0,0,IN,FOR_SALE,True,3426.71,INR,3426.71,INR,https://play.google.com/store/books/details?id=tc6PDwAAQBAJ&rdid=book-tc6PDwAAQBAJ&rdot=1&source=gbs_api,2019,Packt Publishing Ltd
X9S2zgEACAAJ,python,Learn Python Programming - Third Edition,An In-depth Introduction to the Fundamentals of Python,"Fabrizio Romano, Heinrich Kruger","Get up and running with Python through concise tutorials and practical projects in this fully updated edition Key Features: Discover how to think like a Python programmer Extensively revised with richer examples, Python 3.9 syntax, and new chapters on APIs and packaging and distributing Python code Learn the fundamentals of Python through real-world projects in API development, GUI programming, and data science Book Description: Learn Python Programming, Third Edition is both a theoretical and practical introduction to Python, an extremely flexible and powerful programming language that can be applied to many disciplines. This book will make learning Python easy and give you a thorough understanding of the language. You'll learn how to write programs, build modern APIs, and work with data by using renowned Python data science libraries. This revised edition covers the latest updates on API management, packaging applications, and testing. There is also broader coverage of context managers and an updated data science chapter. The book empowers you to take ownership of writing your software and become independent in fetching the resources you need. You will have a clear idea of where to go and how to build on what you have learned from the book. Through examples, the book explores a wide range of applications and concludes by building real-world Python projects based on the concepts you have learned. What You Will Learn: Get Python up and running on Windows, Mac, and Linux Write elegant, reusable, and efficient code in any situation Avoid common pitfalls like duplication, complicated design, and over-engineering Understand when to use the functional or object-oriented approach to programming Build a simple API with FastAPI and program GUI applications with Tkinter Get an initial overview of more complex topics such as data persistence and cryptography Fetch, clean, and manipulate data, making efficient use of Python's built-in data structures Who this book is for: This book is for anyone who has some programming experience, but not necessarily with Python. Some knowledge of basic programming concepts will come in handy, although it is not a requirement.","ISBN_10:1801815097, ISBN_13:9781801815093",False,False,552,,en,http://books.google.com/books/content?id=X9S2zgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,0,0,IN,NOT_FOR_SALE,False,0,,0,,,2021,
uMiAzQEACAAJ,python,Python Programming,The Ultimate Beginners Guide to Master Python Programming Step-By-Step with Practical Exercises,Mark Reed,"Do you want to learn good coding techniques quickly and easily?Are you looking for a dynamic programming language that will do everything you need?This book provides all the information in one handy place!Since it was first conceived and released in the early 1990's, Python has become a favourite computer programming language that has been used by millions. It was designed to be simple to use and easy for beginners who were looking to get started with their own computer programming journeys and has maintained this philosophy to the present day.Now, with the help of this book, Python Programming, you could be programming like a pro in no time and enjoying all the benefits that could bring to your business or personal life, with advantages that include: - Extensive support libraries- Open source and community development- An easy to learn language- Support for new users- User friendly data structures- Improved productivity- Speed of working that is second to none- And more...Even if you've never looked at a computer program before and had always thought that learning a computer language would be too difficult, this book can help.With it's easy to understand and simple language, you could soon be wondering why you never thought about trying computer programming before.Get a copy of Python Programming today and start your new adventure now!",ISBN_13:9798643669333,False,False,252,,en,http://books.google.com/books/content?id=uMiAzQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,0,0,IN,NOT_FOR_SALE,False,0,,0,,,2020,
UjszEAAAQBAJ,python,Tiny Python Projects,Learn coding and testing with puzzles and games,Ken Youens-Clark,"”Tiny Python Projects is a gentle and amusing introduction to Python that will firm up key programming concepts while also making you giggle.”—Amanda Debler, Schaeffler Key Features Learn new programming concepts through 21-bitesize programs Build an insult generator, a Tic-Tac-Toe AI, a talk-like-a-pirate program, and more Discover testing techniques that will make you a better programmer Code-along with free accompanying videos on YouTube Purchase of the print book includes a free eBook in PDF, Kindle, and ePub formats from Manning Publications. About The Book The 21 fun-but-powerful activities in Tiny Python Projects teach Python fundamentals through puzzles and games. You’ll be engaged and entertained with every exercise, as you learn about text manipulation, basic algorithms, and lists and dictionaries, and other foundational programming skills. Gain confidence and experience while you create each satisfying project. Instead of going quickly through a wide range of concepts, this book concentrates on the most useful skills, like text manipulation, data structures, collections, and program logic with projects that include a password creator, a word rhymer, and a Shakespearean insult generator. Author Ken Youens-Clark also teaches you good programming practice, including writing tests for your code as you go. What You Will Learn Write command-line Python programs Manipulate Python data structures Use and control randomness Write and run tests for programs and functions Download testing suites for each project This Book Is Written For For readers familiar with the basics of Python programming. About The Author Ken Youens-Clark is a Senior Scientific Programmer at the University of Arizona. He has an MS in Biosystems Engineering and has been programming for over 20 years. Table of Contents 1 How to write and test a Python program 2 The crow’s nest: Working with strings 3 Going on a picnic: Working with lists 4 Jump the Five: Working with dictionaries 5 Howler: Working with files and STDOUT 6 Words count: Reading files and STDIN, iterating lists, formatting strings 7 Gashlycrumb: Looking items up in a dictionary 8 Apples and Bananas: Find and replace 9 Dial-a-Curse: Generating random insults from lists of words 10 Telephone: Randomly mutating strings 11 Bottles of Beer Song: Writing and testing functions 12 Ransom: Randomly capitalizing text 13 Twelve Days of Christmas: Algorithm design 14 Rhymer: Using regular expressions to create rhyming words 15 The Kentucky Friar: More regular expressions 16 The Scrambler: Randomly reordering the middles of words 17 Mad Libs: Using regular expressions 18 Gematria: Numeric encoding of text using ASCII values 19 Workout of the Day: Parsing CSV files, creating text table output 20 Password strength: Generating a secure and memorable password 21 Tic-Tac-Toe: Exploring state 22 Tic-Tac-Toe redux: An interactive version with type hints","ISBN_13:9781638350835, ISBN_10:1638350833",True,False,438,Computers,en,http://books.google.com/books/content?id=UjszEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0,0,IN,FOR_SALE,True,1950.54,INR,1950.54,INR,https://play.google.com/store/books/details?id=UjszEAAAQBAJ&rdid=book-UjszEAAAQBAJ&rdot=1&source=gbs_api,2020,Simon and Schuster
raErCwAAQBAJ,python,"Python Programming for Raspberry Pi, Sams Teach Yourself in 24 Hours",,"Richard Blum, Christine Bresnahan","Python Programming for Raspberry Pi® In just 24 sessions of one hour or less, Sams Teach Yourself Python Programming for Raspberry Pi in 24 Hours teaches you Python programming on Raspberry Pi, so you can start creating awesome projects for home automation, home theater, gaming, and more. Using this book’s straight-forward, step-by-step approach, you’ll move from the absolute basics all the way through network and web connections, multimedia, and even connecting with electronic circuits for sensing and robotics. Every lesson and case study application builds on what you’ve already learned, giving you a rock-solid foundation for real-world success! Step-by-step instructions carefully walk you through the most common Raspberry Pi Python programming tasks. Quizzes at the end of each chapter help you test your knowledge. By the Way notes present interesting information related to the discussion. Did You Know? tips offer advice or show you easier ways to perform tasks. Watch Out! cautions alert you to possible problems and give you advice on how to avoid them. Richard Blum has administered systems and networks for more than 25 years. He has published numerous Linux and open source books, and is an online instructor for web programming and Linux courses used by colleges across the United States. His books include Ubuntu Linux Secrets; Linux for Dummies, Ninth Edition; PostgreSQL 8 for Windows; and Professional Linux Programming. Christine Bresnahan began working as a systems administrator more than 25 years ago. Now an Adjunct Professor at Ivy Tech Community College, she teaches Python programming, Linux administration and computer security. She is coauthor of The Linux Bible, Eighth Edition. With Blum, she also coauthored Linux Command Line & Shell Scripting Bible, Second Edition. Get your Raspberry Pi and choose the right low-cost peripherals Set up Raspian Linux and the Python programming environment Learn Python basics, including arithmetic and structured commands Master Python 3 lists, tuples, diction-aries, sets, strings, files, and modules Reuse the same Python code in multiple locations with functions Manipulate string data efficiently with regular expressions Practice simple object-oriented programming techniques Use exception handling to make your code more reliable Program modern graphical user interfaces with Raspberry Pi and OpenGL Create Raspberry Pi games with the PyGame library Learn network, web, and database techniques you can also use in business software Write Python scripts that send email Interact with other devices through Raspberry Pi’s GPIO interface Walk through example Raspberry Pi projects that inspire you to do even more On the Web: Register your book at informit.com/title/9780672337642 for access to all code examples from the book, as well as update and corrections as they become available.","ISBN_13:9780134389578, ISBN_10:0134389573",True,True,1429,Technology & Engineering,en,http://books.google.com/books/content?id=raErCwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0,0,IN,NOT_FOR_SALE,False,0,,0,,,2015,Sams Publishing
VW3WDQAAQBAJ,python,Python: Journey from Novice to Expert,,"Fabrizio Romano, Dusty Phillips, Rick van Hattem","Learn core concepts of Python and unleash its power to script highest quality Python programs About This Book Develop a strong set of programming skills with Pyhton that you will be able to express in any situation, on every platform, thanks to Python's portability Stop writing scripts and start architecting programs by applying object-oriented programming techniques in Python Learn the trickier aspects of Python and put it in a structured context for deeper understanding of the language Who This Book Is For This course is meant for programmers who wants to learn Python programming from a basic to an expert level. The course is mostly self-contained and introduces Python programming to a new reader and can help him become an expert in this trade. What You Will Learn Get Python up and running on Windows, Mac, and Linux in no time Grasp the fundamental concepts of coding, along with the basics of data structures and control flow Understand when to use the functional or the object-oriented programming approach Extend class functionality using inheritance Exploit object-oriented programming in key Python technologies, such as Kivy and Django Understand how and when to use the functional programming paradigm Use the multiprocessing library, not just locally but also across multiple machines In Detail Python is a dynamic and powerful programming language, having its application in a wide range of domains. It has an easy-to-use, simple syntax, and a powerful library, which includes hundreds of modules to provide routines for a wide range of applications, thus making it a popular language among programing enthusiasts.This course will take you on a journey from basic programming practices to high-end tools and techniques giving you an edge over your peers. It follows an interesting learning path, divided into three modules. As you complete each one, you'll have gained key skills and get ready for the material in the next module.The first module will begin with exploring all the essentials of Python programming in an easy-to-understand way. This will lay a good foundation for those who are interested in digging deeper. It has a practical and example-oriented approach through which both the introductory and the advanced topics are explained. Starting with the fundamentals of programming and Python, it ends by exploring topics, like GUIs, web apps, and data science.In the second module you will learn about object oriented programming techniques in Python. Starting with a detailed analysis of object-oriented technique and design, you will use the Python programming language to clearly grasp key concepts from the object-oriented paradigm. This module fully explains classes, data encapsulation, inheritance, polymorphism, abstraction, and exceptions with an emphasis on when you can use each principle to develop well-designed software.With a good foundation of Python you will move onto the third module which is a comprehensive tutorial covering advanced features of the Python language. Start by creating a project-specific environment using venv. This will introduce you to various Pythonic syntax and common pitfalls before moving onto functional features and advanced concepts, thereby gaining an expert level knowledge in programming and teaching how to script highest quality Python programs. Style and approach This course follows a theory-cum-practical approach having all the ingredients that will help you jump into the field of Python programming as a novice and grow-up as an expert. The aim is to create a smooth learning path that will teach you how to get started with Python and carry out expert-level programming techniques at the end of course.","ISBN_13:9781787122567, ISBN_10:1787122565",True,True,1311,Computers,en,http://books.google.com/books/content?id=VW3WDQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0,0,IN,FOR_SALE,True,2214.85,INR,2214.85,INR,https://play.google.com/store/books/details?id=VW3WDQAAQBAJ&rdid=book-VW3WDQAAQBAJ&rdot=1&source=gbs_api,2016,Packt Publishing Ltd
